FL_DATE,OP_UNIQUE_CARRIER,ORIGIN_AIRPORT_ID,ORIGIN_CITY_MARKET_ID,DEST_AIRPORT_ID,DEST_CITY_MARKET_ID,DEP_DELAY,DEP_DELAY_GROUP,ARR_DELAY,ARR_DELAY_GROUP,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
4/1/2020,UA,12266,31453,12953,31703,,,,,1,D,0,213,,,1,1416,6,,,,,
4/1/2020,UA,12451,31136,11618,31703,,,,,1,D,0,150,,,1,820,4,,,,,
4/1/2020,UA,13930,30977,14747,30559,,,,,1,D,0,276,,,1,1721,7,,,,,
4/1/2020,UA,13871,33316,13930,30977,7,0,5,0,0,,0,97,95,59,1,416,2,,,,,
4/1/2020,UA,15304,33195,12264,30852,-8,-1,-22,-2,0,,0,135,121,108,1,811,4,,,,,
4/1/2020,UA,15304,33195,12266,31453,-14,-1,-19,-2,0,,0,150,145,130,1,787,4,,,,,
4/1/2020,UA,14057,34057,14771,32457,,,,,1,D,0,110,,,1,550,3,,,,,
4/1/2020,UA,14908,32575,11292,30325,0,0,-9,-1,0,,0,135,126,106,1,846,4,,,,,
4/1/2020,UA,14679,33570,14771,32457,-12,-1,-36,-2,0,,0,99,75,63,1,447,2,,,,,
4/1/2020,UA,11042,30647,13204,31454,-10,-1,-21,-2,0,,0,146,135,111,1,895,4,,,,,
4/1/2020,UA,12264,30852,13930,30977,-4,-1,-15,-1,0,,0,125,114,96,1,588,3,,,,,
4/1/2020,UA,11618,31703,15024,34945,-10,-1,-27,-2,0,,0,253,236,216,1,1634,7,,,,,
4/1/2020,UA,11292,30325,13891,32575,,,,,1,D,0,139,,,1,819,4,,,,,
4/1/2020,UA,11618,31703,13930,30977,53,3,11,0,0,,0,168,126,103,1,719,3,,,,,
4/1/2020,UA,13495,33495,12266,31453,,,,,1,D,0,87,,,1,305,2,,,,,
4/1/2020,UA,11618,31703,13204,31454,,,,,1,D,0,173,,,1,937,4,,,,,
4/1/2020,UA,12266,31453,14908,32575,,,,,1,D,0,223,,,1,1346,6,,,,,
4/1/2020,UA,14771,32457,10721,30721,,,,,1,D,0,350,,,1,2704,11,,,,,
4/1/2020,UA,11292,30325,10620,30620,,,,,1,D,0,90,,,1,455,2,,,,,
4/1/2020,UA,14679,33570,12266,31453,,,,,1,D,0,188,,,1,1303,6,,,,,
4/1/2020,UA,11278,30852,13930,30977,,,,,1,D,0,141,,,1,612,3,,,,,
4/1/2020,UA,13930,30977,12264,30852,,,,,1,D,0,115,,,1,588,3,,,,,
4/1/2020,UA,14635,31714,13930,30977,-9,-1,-16,-2,0,,0,195,188,170,1,1120,5,,,,,
4/1/2020,UA,14492,34492,11618,31703,,,,,1,D,0,104,,,1,416,2,,,,,
4/1/2020,UA,11618,31703,13495,33495,,,,,1,D,0,209,,,1,1167,5,,,,,
4/1/2020,UA,12266,31453,10721,30721,,,,,1,D,0,230,,,1,1597,7,,,,,
4/1/2020,UA,13930,30977,14908,32575,,,,,1,D,0,272,,,1,1726,7,,,,,
4/1/2020,UA,12892,32575,12889,32211,,,,,1,D,0,74,,,1,236,1,,,,,
4/1/2020,UA,13930,30977,14524,34524,,,,,1,D,0,127,,,1,642,3,,,,,
4/1/2020,UA,14679,33570,11292,30325,,,,,1,D,0,142,,,1,853,4,,,,,
4/1/2020,UA,12892,32575,13930,30977,-10,-1,-40,-2,0,,0,249,219,200,1,1744,7,,,,,
4/1/2020,UA,10693,30693,11618,31703,,,,,1,D,0,140,,,1,748,3,,,,,
4/1/2020,UA,11298,30194,11292,30325,,,,,1,D,0,131,,,1,641,3,,,,,
4/1/2020,UA,11292,30325,14100,34100,,,,,1,D,0,214,,,1,1558,7,,,,,
4/1/2020,UA,12266,31453,14771,32457,-6,-1,-11,-1,0,,0,264,259,238,1,1635,7,,,,,
4/1/2020,UA,13495,33495,12266,31453,,,,,1,D,0,87,,,1,305,2,,,,,
4/1/2020,UA,13198,33198,13930,30977,,,,,1,D,0,94,,,1,403,2,,,,,
4/1/2020,UA,11618,31703,14771,32457,15,1,8,0,0,,0,376,369,351,1,2565,11,,,,,
4/1/2020,UA,14831,32457,11292,30325,-5,-1,-17,-2,0,,0,154,142,122,1,948,4,,,,,
4/1/2020,UA,12264,30852,15304,33195,38,2,16,1,0,,0,144,122,108,1,811,4,16,0,0,0,0
4/1/2020,UA,11618,31703,13930,30977,,,,,1,D,0,155,,,1,719,3,,,,,
4/1/2020,UA,13930,30977,12953,31703,,,,,1,D,0,134,,,1,733,3,,,,,
4/1/2020,UA,14771,32457,13930,30977,,,,,1,D,0,244,,,1,1846,8,,,,,
4/1/2020,UA,11618,31703,14771,32457,-2,-1,-13,-1,0,,0,383,372,351,1,2565,11,,,,,
4/1/2020,UA,11618,31703,10721,30721,,,,,1,D,0,69,,,1,200,1,,,,,
4/1/2020,UA,14747,30559,13930,30977,,,,,1,D,0,239,,,1,1721,7,,,,,
4/1/2020,UA,14771,32457,11292,30325,,,,,1,D,0,164,,,1,967,4,,,,,
4/1/2020,UA,13930,30977,14100,34100,,,,,1,D,0,133,,,1,678,3,,,,,
4/1/2020,UA,11618,31703,14771,32457,,,,,1,D,0,384,,,1,2565,11,,,,,
4/1/2020,UA,11292,30325,12266,31453,,,,,1,D,0,147,,,1,862,4,,,,,
4/1/2020,UA,12266,31453,14893,33192,,,,,1,D,0,260,,,1,1609,7,,,,,
4/1/2020,UA,13930,30977,14057,34057,,,,,1,D,0,266,,,1,1739,7,,,,,
4/1/2020,UA,14635,31714,11292,30325,,,,,1,D,0,254,,,1,1607,7,,,,,
4/1/2020,UA,13931,33667,13930,30977,,,,,1,D,0,138,,,1,717,3,,,,,
4/1/2020,UA,12264,30852,14747,30559,,,,,1,D,0,355,,,1,2306,10,,,,,
4/1/2020,UA,13930,30977,13487,31650,,,,,1,D,0,90,,,1,334,2,,,,,
4/1/2020,UA,12953,31703,11292,30325,-7,-1,-39,-2,0,,0,270,238,223,1,1620,7,,,,,
4/1/2020,UA,11618,31703,12892,32575,6,0,-24,-2,0,,0,356,326,304,1,2454,10,,,,,
4/1/2020,UA,12266,31453,11278,30852,,,,,1,D,0,180,,,1,1208,5,,,,,
4/1/2020,UA,11298,30194,11618,31703,,,,,1,D,0,212,,,1,1372,6,,,,,
4/1/2020,UA,14771,32457,14908,32575,-8,-1,-18,-2,0,,0,94,84,66,1,372,2,,,,,
4/1/2020,UA,12892,32575,12266,31453,,,,,1,D,0,197,,,1,1379,6,,,,,
4/1/2020,UA,13930,30977,14683,33214,,,,,1,D,0,185,,,1,1041,5,,,,,
4/1/2020,UA,14576,34576,13930,30977,0,0,-29,-2,0,,0,130,101,81,1,528,3,,,,,
4/1/2020,UA,12266,31453,14057,34057,,,,,1,D,0,274,,,1,1825,8,,,,,
4/1/2020,UA,14771,32457,12266,31453,,,,,1,D,0,211,,,1,1635,7,,,,,
4/1/2020,UA,11618,31703,11292,30325,,,,,1,D,0,275,,,1,1605,7,,,,,
4/1/2020,UA,13930,30977,12892,32575,,,,,1,D,0,270,,,1,1744,7,,,,,
4/1/2020,UA,13930,30977,12953,31703,,,,,1,D,0,133,,,1,733,3,,,,,
4/1/2020,UA,13930,30977,12953,31703,,,,,1,D,0,130,,,1,733,3,,,,,
4/1/2020,UA,14771,32457,14908,32575,,,,,1,D,0,92,,,1,372,2,,,,,
4/1/2020,UA,13930,30977,14747,30559,,,,,1,D,0,275,,,1,1721,7,,,,,
4/1/2020,UA,13930,30977,12953,31703,,,,,1,D,0,131,,,1,733,3,,,,,
4/1/2020,UA,13930,30977,14679,33570,,,,,1,D,0,267,,,1,1723,7,,,,,
4/1/2020,UA,14107,30466,14771,32457,-15,-1,-26,-2,0,,0,126,115,99,1,651,3,,,,,
4/1/2020,UA,12264,30852,13930,30977,,,,,1,D,0,132,,,1,588,3,,,,,
4/1/2020,UA,12266,31453,13495,33495,,,,,1,D,0,73,,,1,305,2,,,,,
4/1/2020,UA,14747,30559,14771,32457,-11,-1,-36,-2,0,,0,132,107,92,1,679,3,,,,,
4/1/2020,UA,14027,34027,11618,31703,,,,,1,D,0,169,,,1,1023,5,,,,,
4/1/2020,UA,13204,31454,11618,31703,-4,-1,-35,-2,0,,0,172,141,124,1,937,4,,,,,
4/1/2020,UA,11697,32467,11618,31703,-13,-1,-25,-2,0,,0,180,168,148,1,1065,5,,,,,
4/1/2020,UA,12266,31453,13930,30977,-5,-1,-26,-2,0,,0,165,144,123,1,925,4,,,,,
4/1/2020,UA,11292,30325,11298,30194,,,,,1,D,0,119,,,1,641,3,,,,,
4/1/2020,UA,12266,31453,14107,30466,,,,,1,D,0,172,,,1,1009,5,,,,,
4/1/2020,UA,12264,30852,14771,32457,-10,-1,-22,-2,0,,0,364,352,335,1,2419,10,,,,,
4/1/2020,UA,13930,30977,14679,33570,-10,-1,-14,-1,0,,0,264,260,242,1,1723,7,,,,,
4/1/2020,UA,13930,30977,13230,32070,,,,,1,D,0,115,,,1,594,3,,,,,
4/1/2020,UA,13930,30977,12266,31453,,,,,1,D,0,176,,,1,925,4,,,,,
4/1/2020,UA,12953,31703,12266,31453,,,,,1,D,0,249,,,1,1416,6,,,,,
4/1/2020,UA,13930,30977,12266,31453,,,,,1,D,0,176,,,1,925,4,,,,,
4/1/2020,UA,11292,30325,10721,30721,-7,-1,-17,-2,0,,0,236,226,210,1,1754,8,,,,,
4/1/2020,UA,11292,30325,12266,31453,,,,,1,D,0,144,,,1,862,4,,,,,
4/1/2020,UA,13930,30977,13303,32467,,,,,1,D,0,186,,,1,1197,5,,,,,
4/1/2020,UA,13930,30977,13931,33667,,,,,1,D,0,136,,,1,717,3,,,,,
4/1/2020,UA,13930,30977,12264,30852,-6,-1,-25,-2,0,,0,115,96,79,1,588,3,,,,,
4/1/2020,UA,13930,30977,12264,30852,,,,,1,D,0,108,,,1,588,3,,,,,
4/1/2020,UA,12266,31453,14771,32457,,,,,1,D,0,260,,,1,1635,7,,,,,
4/1/2020,UA,13930,30977,11042,30647,-14,-1,-26,-2,0,,0,71,59,44,1,315,2,,,,,
4/1/2020,UA,11618,31703,10397,30397,4,0,-21,-2,0,,0,143,118,100,1,746,3,,,,,
4/1/2020,UA,11298,30194,12264,30852,-13,-1,-35,-2,0,,0,172,150,135,1,1172,5,,,,,
4/1/2020,UA,14107,30466,13930,30977,,,,,1,D,0,204,,,1,1440,6,,,,,
4/1/2020,UA,14771,32457,12892,32575,,,,,1,D,0,100,,,1,337,2,,,,,
4/1/2020,UA,13303,32467,13930,30977,,,,,1,D,0,213,,,1,1197,5,,,,,
4/1/2020,UA,13930,30977,11618,31703,-6,-1,-38,-2,0,,0,141,109,94,1,719,3,,,,,
4/1/2020,UA,13930,30977,11298,30194,-15,-1,-28,-2,0,,0,155,142,114,1,801,4,,,,,
4/1/2020,UA,11292,30325,13486,33486,,,,,1,D,0,127,,,1,679,3,,,,,
4/1/2020,UA,14771,32457,12892,32575,,,,,1,D,0,89,,,1,337,2,,,,,
4/1/2020,UA,13930,30977,12266,31453,,,,,1,D,0,170,,,1,925,4,,,,,
4/1/2020,UA,13204,31454,13930,30977,,,,,1,D,0,184,,,1,1005,5,,,,,
4/1/2020,UA,12266,31453,12892,32575,,,,,1,D,0,220,,,1,1379,6,,,,,
4/1/2020,UA,10529,30529,12264,30852,-13,-1,-17,-2,0,,0,81,77,58,1,326,2,,,,,
4/1/2020,UA,13930,30977,11292,30325,,,,,1,D,0,169,,,1,888,4,,,,,
4/1/2020,UA,12266,31453,14679,33570,,,,,1,D,0,209,,,1,1303,6,,,,,
4/1/2020,UA,12889,32211,11292,30325,-4,-1,-22,-2,0,,0,117,99,84,1,628,3,,,,,
4/1/2020,UA,13198,33198,11292,30325,,,,,1,D,0,114,,,1,533,3,,,,,
4/1/2020,UA,12266,31453,14771,32457,,,,,1,D,0,263,,,1,1635,7,,,,,
4/1/2020,UA,13930,30977,11278,30852,-8,-1,-28,-2,0,,0,118,98,80,1,612,3,,,,,
4/1/2020,UA,13930,30977,12889,32211,-9,-1,-15,-1,0,,0,241,235,218,1,1514,7,,,,,
4/1/2020,UA,13930,30977,12892,32575,0,0,-11,-1,0,,0,274,263,244,1,1744,7,,,,,
4/1/2020,UA,12266,31453,14107,30466,,,,,1,D,0,180,,,1,1009,5,,,,,
4/1/2020,UA,15304,33195,12266,31453,-5,-1,-13,-1,0,,0,150,142,127,1,787,4,,,,,
4/1/2020,UA,12266,31453,11278,30852,,,,,1,D,0,182,,,1,1208,5,,,,,
4/1/2020,UA,12264,30852,11697,32467,,,,,1,D,0,165,,,1,901,4,,,,,
4/1/2020,UA,15024,34945,11618,31703,-33,-2,-67,-2,0,,0,270,236,219,1,1634,7,,,,,
4/1/2020,UA,10713,30713,11292,30325,,,,,1,D,0,116,,,1,649,3,,,,,
4/1/2020,UA,13158,33158,12266,31453,-17,-2,-38,-2,0,,0,95,74,55,1,429,2,,,,,
4/1/2020,UA,10821,30852,11292,30325,,,,,1,D,0,245,,,1,1491,6,,,,,
4/1/2020,UA,12266,31453,12892,32575,,,,,1,D,0,227,,,1,1379,6,,,,,
4/1/2020,UA,14100,34100,11292,30325,79,5,60,4,0,,0,254,235,218,1,1558,7,60,0,0,0,0
4/1/2020,UA,15304,33195,13930,30977,,,,,1,D,0,184,,,1,1011,5,,,,,
4/1/2020,UA,14771,32457,14057,34057,,,,,1,D,0,116,,,1,550,3,,,,,
4/1/2020,UA,13204,31454,12266,31453,-6,-1,-16,-2,0,,0,158,148,132,1,854,4,,,,,
4/1/2020,UA,10849,30849,11292,30325,0,0,6,0,0,,0,110,116,71,1,524,3,,,,,
4/1/2020,UA,13495,33495,11618,31703,-3,-1,-12,-1,0,,0,172,163,142,1,1167,5,,,,,
4/1/2020,UA,12264,30852,14771,32457,,,,,1,D,0,361,,,1,2419,10,,,,,
4/1/2020,UA,14893,33192,13930,30977,,,,,1,D,0,243,,,1,1781,8,,,,,
4/1/2020,UA,12264,30852,13204,31454,,,,,1,D,0,137,,,1,758,4,,,,,
4/1/2020,UA,13930,30977,14771,32457,,,,,1,D,0,294,,,1,1846,8,,,,,
4/1/2020,UA,13930,30977,10721,30721,,,,,1,D,0,146,,,1,867,4,,,,,
4/1/2020,UA,11697,32467,12264,30852,,,,,1,D,0,150,,,1,901,4,,,,,
4/1/2020,UA,14107,30466,12266,31453,,,,,1,D,0,153,,,1,1009,5,,,,,
4/1/2020,UA,11618,31703,10721,30721,-10,-1,-38,-2,0,,0,83,55,38,1,200,1,,,,,
4/1/2020,UA,13930,30977,10693,30693,,,,,1,D,0,98,,,1,409,2,,,,,
4/1/2020,UA,13930,30977,11618,31703,,,,,1,D,0,140,,,1,719,3,,,,,
4/1/2020,UA,13930,30977,14635,31714,-5,-1,-35,-2,0,,0,175,145,131,1,1120,5,,,,,
4/1/2020,UA,13204,31454,11042,30647,-10,-1,-14,-1,0,,0,145,141,123,1,895,4,,,,,
4/1/2020,UA,13930,30977,12889,32211,-2,-1,-16,-2,0,,0,250,236,213,1,1514,7,,,,,
4/1/2020,UA,11292,30325,13830,33830,,,,,1,D,0,463,,,1,3302,11,,,,,
4/1/2020,UA,12266,31453,13495,33495,,,,,1,D,0,76,,,1,305,2,,,,,
4/1/2020,UA,13930,30977,14107,30466,-5,-1,-26,-2,0,,0,244,223,209,1,1440,6,,,,,
4/1/2020,UA,11292,30325,11618,31703,-6,-1,-37,-2,0,,0,226,195,177,1,1605,7,,,,,
4/1/2020,UA,13930,30977,10257,30257,,,,,1,D,0,125,,,1,723,3,,,,,
4/1/2020,UA,14771,32457,13830,33830,,,,,1,D,0,345,,,1,2338,10,,,,,
4/1/2020,UA,13830,33830,14771,32457,-12,-1,-23,-2,0,,0,305,294,285,1,2338,10,,,,,
4/1/2020,UA,14771,32457,12758,32758,,,,,1,D,0,337,,,1,2367,10,,,,,
4/1/2020,UA,12889,32211,12892,32575,,,,,1,D,0,74,,,1,236,1,,,,,
4/1/2020,UA,14771,32457,13204,31454,,,,,1,D,0,324,,,1,2446,10,,,,,
4/1/2020,UA,12953,31703,12266,31453,,,,,1,D,0,252,,,1,1416,6,,,,,
4/1/2020,UA,14771,32457,12264,30852,,,,,1,D,0,316,,,1,2419,10,,,,,
4/1/2020,UA,13930,30977,10994,30994,,,,,1,D,0,131,,,1,760,4,,,,,
4/1/2020,UA,12402,32402,12892,32575,,,,,1,D,0,305,,,1,2449,10,,,,,
4/1/2020,UA,11278,30852,13930,30977,,,,,1,D,0,137,,,1,612,3,,,,,
4/1/2020,UA,12264,30852,10529,30529,,,,,1,D,0,86,,,1,326,2,,,,,
4/1/2020,UA,12892,32575,12266,31453,,,,,1,D,0,197,,,1,1379,6,,,,,
4/1/2020,UA,12953,31703,13930,30977,,,,,1,D,0,166,,,1,733,3,,,,,
4/1/2020,UA,13930,30977,10821,30852,,,,,1,D,0,118,,,1,621,3,,,,,
4/1/2020,UA,13930,30977,10529,30529,,,,,1,D,0,129,,,1,783,4,,,,,
4/1/2020,UA,11292,30325,13891,32575,,,,,1,D,0,141,,,1,819,4,,,,,
4/1/2020,UA,14771,32457,13930,30977,-3,-1,-45,-2,0,,0,265,223,203,1,1846,8,,,,,
4/1/2020,UA,14057,34057,13930,30977,,,,,1,D,0,241,,,1,1739,7,,,,,
4/1/2020,UA,14107,30466,11292,30325,,,,,1,D,0,105,,,1,602,3,,,,,
4/1/2020,UA,12266,31453,12892,32575,,,,,1,D,0,227,,,1,1379,6,,,,,
4/1/2020,UA,12892,32575,11618,31703,,,,,1,D,0,328,,,1,2454,10,,,,,
4/1/2020,UA,13871,33316,11292,30325,19,1,5,0,0,,0,104,90,75,1,472,2,,,,,
4/1/2020,UA,12892,32575,14771,32457,,,,,1,D,0,95,,,1,337,2,,,,,
4/1/2020,UA,13303,32467,13930,30977,-14,-1,-17,-2,0,,0,200,197,177,1,1197,5,,,,,
4/1/2020,UA,13303,32467,11618,31703,-7,-1,-29,-2,0,,0,183,161,144,1,1085,5,,,,,
4/1/2020,UA,13930,30977,13204,31454,,,,,1,D,0,168,,,1,1005,5,,,,,
4/1/2020,UA,11618,31703,12264,30852,,,,,1,D,0,83,,,1,212,1,,,,,
4/1/2020,UA,14771,32457,14107,30466,,,,,1,D,0,117,,,1,651,3,,,,,
4/1/2020,UA,11292,30325,12266,31453,,,,,1,D,0,145,,,1,862,4,,,,,
4/1/2020,UA,12266,31453,12953,31703,,,,,1,D,0,213,,,1,1416,6,,,,,
4/1/2020,UA,12892,32575,14771,32457,,,,,1,D,0,93,,,1,337,2,,,,,
4/1/2020,UA,13930,30977,11278,30852,,,,,1,D,0,114,,,1,612,3,,,,,
4/1/2020,UA,13487,31650,11292,30325,,,,,1,D,0,132,,,1,680,3,,,,,
4/1/2020,UA,12266,31453,13495,33495,,,,,1,D,0,76,,,1,305,2,,,,,
4/1/2020,UA,14492,34492,11618,31703,-10,-1,-28,-2,0,,0,98,80,60,1,416,2,,,,,
4/1/2020,UA,11292,30325,12892,32575,,,,,1,D,0,155,,,1,862,4,,,,,
4/1/2020,UA,13204,31454,12264,30852,,,,,1,D,0,129,,,1,758,4,,,,,
4/1/2020,UA,11292,30325,12892,32575,-1,-1,5,0,0,,0,149,155,119,1,862,4,,,,,
4/1/2020,UA,11618,31703,13930,30977,,,,,1,A,0,169,,,1,719,3,,,,,
4/1/2020,UA,12889,32211,11618,31703,,,,,1,D,0,304,,,1,2227,9,,,,,
4/1/2020,UA,14893,33192,11292,30325,,,,,1,D,0,143,,,1,909,4,,,,,
4/1/2020,UA,14771,32457,12892,32575,,,,,1,D,0,106,,,1,337,2,,,,,
4/1/2020,UA,13204,31454,12264,30852,,,,,1,D,0,127,,,1,758,4,,,,,
4/1/2020,UA,13930,30977,14107,30466,,,,,1,D,0,234,,,1,1440,6,,,,,
4/1/2020,UA,13204,31454,11292,30325,,,,,1,D,0,250,,,1,1546,7,,,,,
4/1/2020,UA,11618,31703,12892,32575,,,,,1,D,0,379,,,1,2454,10,,,,,
4/1/2020,UA,14635,31714,11042,30647,-8,-1,-19,-2,0,,0,159,148,135,1,1025,5,,,,,
4/1/2020,UA,13930,30977,12266,31453,,,,,1,D,0,176,,,1,925,4,,,,,
4/1/2020,UA,12266,31453,11292,30325,,,,,1,D,0,156,,,1,862,4,,,,,
4/1/2020,UA,14683,33214,11292,30325,-15,-1,-26,-2,0,,0,140,129,112,1,794,4,,,,,
4/1/2020,UA,12953,31703,13930,30977,,,,,1,D,0,165,,,1,733,3,,,,,
4/1/2020,UA,10721,30721,11618,31703,,,,,1,D,0,99,,,1,200,1,,,,,
4/1/2020,UA,12266,31453,13930,30977,-2,-1,-13,-1,0,,0,161,150,124,1,925,4,,,,,
4/1/2020,UA,14771,32457,12266,31453,,,,,1,D,0,237,,,1,1635,7,,,,,
4/1/2020,UA,12953,31703,13930,30977,,,,,1,D,0,154,,,1,733,3,,,,,
4/1/2020,UA,12266,31453,10693,30693,,,,,1,D,0,117,,,1,657,3,,,,,
4/1/2020,UA,13204,31454,11618,31703,,,,,1,D,0,166,,,1,937,4,,,,,
4/1/2020,UA,10721,30721,13930,30977,,,,,1,D,0,168,,,1,867,4,,,,,
4/1/2020,UA,10397,30397,11618,31703,,,,,1,D,0,146,,,1,746,3,,,,,
4/1/2020,UA,11066,31066,11292,30325,-24,-2,-26,-2,0,,0,195,193,172,1,1154,5,,,,,
4/1/2020,UA,13303,32467,12266,31453,-8,-1,-10,-1,0,,0,177,175,153,1,964,4,,,,,
4/1/2020,UA,13303,32467,12264,30852,-13,-1,-35,-2,0,,0,161,139,123,1,921,4,,,,,
4/1/2020,UA,11292,30325,10849,30849,-13,-1,-23,-2,0,,0,106,96,81,1,524,3,,,,,
4/1/2020,UA,14771,32457,11292,30325,,,,,1,D,0,152,,,1,967,4,,,,,
4/1/2020,UA,11278,30852,14771,32457,,,,,1,D,0,378,,,1,2442,10,,,,,
4/1/2020,UA,12266,31453,14771,32457,,,,,1,D,0,259,,,1,1635,7,,,,,
4/1/2020,UA,13930,30977,10994,30994,,,,,1,D,0,132,,,1,760,4,,,,,
4/1/2020,UA,13204,31454,11292,30325,-14,-1,-2,-1,0,,0,246,258,238,1,1546,7,,,,,
4/1/2020,UA,12892,32575,12266,31453,,,,,1,D,0,193,,,1,1379,6,,,,,
4/1/2020,UA,12892,32575,12889,32211,,,,,1,D,0,77,,,1,236,1,,,,,
4/1/2020,UA,11292,30325,11423,31423,,,,,1,D,0,101,,,1,589,3,,,,,
4/1/2020,UA,10423,30423,12266,31453,-12,-1,-31,-2,0,,0,60,41,27,1,140,1,,,,,
4/1/2020,UA,13204,31454,12266,31453,-3,-1,-8,-1,0,,0,161,156,140,1,854,4,,,,,
4/1/2020,UA,12266,31453,11618,31703,,,,,1,D,0,218,,,1,1400,6,,,,,
4/1/2020,UA,11618,31703,13204,31454,,,,,1,D,0,165,,,1,937,4,,,,,
4/1/2020,UA,14747,30559,13930,30977,,,,,1,D,0,242,,,1,1721,7,,,,,
4/1/2020,UA,12892,32575,12264,30852,,,,,1,D,0,287,,,1,2288,10,,,,,
4/1/2020,UA,12892,32575,14771,32457,,,,,1,D,0,93,,,1,337,2,,,,,
4/1/2020,UA,11292,30325,13930,30977,,,,,1,D,0,149,,,1,888,4,,,,,
4/1/2020,UA,13930,30977,11278,30852,-8,-1,-13,-1,0,,0,108,103,85,1,612,3,,,,,
4/1/2020,UA,12892,32575,11292,30325,-8,-1,-24,-2,0,,0,143,127,109,1,862,4,,,,,
4/1/2020,UA,12266,31453,14107,30466,,,,,1,D,0,180,,,1,1009,5,,,,,
4/1/2020,UA,11292,30325,14771,32457,-7,-1,3,0,0,,0,162,172,140,1,967,4,,,,,
4/1/2020,UA,14027,34027,11618,31703,,,,,1,D,0,181,,,1,1023,5,,,,,
4/1/2020,UA,12889,32211,14771,32457,,,,,1,D,0,101,,,1,414,2,,,,,
4/1/2020,UA,12266,31453,11292,30325,-3,-1,-14,-1,0,,0,156,145,123,1,862,4,,,,,
4/1/2020,UA,14679,33570,12266,31453,,,,,1,D,0,188,,,1,1303,6,,,,,
4/1/2020,UA,14771,32457,12889,32211,,,,,1,D,0,103,,,1,414,2,,,,,
4/1/2020,UA,12266,31453,13495,33495,,,,,1,D,0,76,,,1,305,2,,,,,
4/1/2020,UA,12889,32211,12264,30852,,,,,1,D,0,255,,,1,2065,9,,,,,
4/1/2020,UA,12266,31453,14771,32457,,,,,1,D,0,263,,,1,1635,7,,,,,
4/1/2020,UA,11697,32467,11042,30647,-18,-2,-27,-2,0,,0,171,162,147,1,1062,5,,,,,
4/1/2020,UA,13930,30977,10821,30852,,,,,1,D,0,117,,,1,621,3,,,,,
4/1/2020,UA,12889,32211,11292,30325,,,,,1,D,0,122,,,1,628,3,,,,,
4/1/2020,UA,12264,30852,14107,30466,,,,,1,D,0,311,,,1,1956,8,,,,,
4/1/2020,UA,10423,30423,12266,31453,,,,,1,D,0,69,,,1,140,1,,,,,
4/1/2020,UA,11292,30325,14908,32575,,,,,1,D,0,148,,,1,846,4,,,,,
4/1/2020,UA,13930,30977,14747,30559,,,,,1,D,0,271,,,1,1721,7,,,,,
4/1/2020,UA,13930,30977,15096,35096,,,,,1,D,0,108,,,1,607,3,,,,,
4/1/2020,UA,12889,32211,12266,31453,,,,,1,D,0,182,,,1,1222,5,,,,,
4/1/2020,UA,11278,30852,13930,30977,,,,,1,D,0,145,,,1,612,3,,,,,
4/1/2020,UA,12266,31453,15304,33195,,,,,1,D,0,130,,,1,787,4,,,,,
4/1/2020,UA,13930,30977,12892,32575,,,,,1,D,0,275,,,1,1744,7,,,,,
4/1/2020,UA,13830,33830,11292,30325,,,,,1,D,0,402,,,1,3302,11,,,,,
4/1/2020,UA,12266,31453,10423,30423,,,,,1,D,0,59,,,1,140,1,,,,,
4/1/2020,UA,14771,32457,13930,30977,,,,,1,D,0,261,,,1,1846,8,,,,,
